code_market,customer_name,regency,province,expedition_name,term_payment,operational_time,customer_contact,customer_PIC,email,customer_address,customer_character
"SF","APOTEK FRIDA FARMA","KABUPATEN BANTUL","JAWA TENGAH","PAXEL","COD","","083840639979","","","PEREMPATAN SEDAYU
JL. WATES
SEDAYU
KAB BANTUL
DI YOGYAKARTA",""
"SF","APOTEK G+ FARMA","KOTA JAKARTA BARAT","DKI JAKARTA","PT. SARWA MANGGALLA RAYA","COD","","","","","JL. JELAMBAR BARU RAYA
GROGOL PETAMBURAN
KOTA JAKARTA BARAT 11440 
DKI JAKARTA",""
"SF","APOTEK GADING MAS","KOTA JAKARTA UTARA","DKI JAKARTA","PT. SARWA MANGGALLA RAYA","COD","","0214520120","","","JL. BOULEVARD RAYA TN2/27
KELAPA GADING
KOTA JAKARTA UTARA 
DKI JAKARTA",""
"SF","APOTEK GADUNG FARMA","KABUPATEN SIDOARJO","JAWA TIMUR","PAXEL","COD","","03191171324","","","JLN. GADUNG NO.3
WARU
KAB SIDOARJO
JAWA TIMUR",""
"SF","APOTEK GALAXY","KOTA BANDUNG","JAWA BARAT","PT. SARWA MANGGALLA RAYA","COD","","","","","JL. KURDI NO.63
BOJONGLOA KIDUL
KOTA BANDUNG  
JAWA BARAT",""
"SF","APOTEK GALUNGGUNG","KABUPATEN BEKASI","JAWA BARAT","PT. SARWA MANGGALLA RAYA","COD","","081211200764","","","RUKO GRAMAPURI CC BLOK 23
CIBITUNG
KAB BEKASI 17520 
JAWA BARAT",""
"SF","APOTEK GANDOK","KABUPATEN SLEMAN","DI YOGYAKARTA","PAXEL","COD","","085101152116","","","JL. SAMBIROTO GONDOK WEDOMARTINI
KALASAN
KAB SLEMAN
DI YOGYAKARTA",""
"SF","APOTEK GARUDA","KOTA JAKARTA BARAT","DKI Jakarta","PT. SARWA MANGGALLA RAYA","","","'081212331564","","","PASAR SLIPI LT DASAR BLOK B 51-52
PALMERAH
KOTA JAKARTA BARAT 11480 ",""
"SF","APOTEK GEDEBAGE","KOTA BANDUNG","JAWA BARAT","","","","","","","JALAN GEDEBAGE SELATAN NO.24",""
"SF","APOTEK GEDONG FARMA","KABUPATEN PURWOREJO","JAWA TENGAH","PAXEL","COD","","","","","JENAR WETAN NO.7
PURWODADI
KAB PURWOREJO  
JAWA TENGAH",""
"SF","APOTEK GEDONG TIRTA","KOTA TANGERANG","BANTEN","PT. SARWA MANGGALLA RAYA","COD","","081284410155","","","JL. GRAND TOMANG BOULEVARD RT.004/011
PERIUK BANTEN TANGGERANG
KOTA TANGERANG - PERIUK
BANTEN",""
"SF","APOTEK GEGESIK FARMA","KABUPATEN CIREBON","JAWA BARAT","PAXEL","COD","","","","","JL. ARJAWINANGUN - JAGA PURA BLOK I
DESA PANUNGGUL GEGESIK
KABUPATEN CIREBON
JAWA BARAT",""
"SF","APOTEK GELORA MEDIKA","KABUPATEN CIANJUR","JAWA BARAT","PAXEL","COD","","","","","PASAR WARUNGKONDANG
WARUNGKONDANG
KABUPATEN CIANJUR 43261
JAWA BARAT ",""
"SF","APOTEK GEMILANG FARMA","KOTA BANDUNG","JAWA BARAT","PAXEL","COD","","085794180525","","","JL. SERSAN BAJURI NO. 4 LEDENG
SUKASARI
KOTA BANDUNG
JAWA BARAT",""
"SF","APOTEK GENTER","KABUPATEN CIREBON","JAWA BARAT","PAXEL","COD","","","","","JL. MERDEKA BARAT
LEUWEUNGGAJAH
KAB CIREBON  
JAWA BARAT",""
"SF","APOTEK GENTER FARMA","KABUPATEN CIREBON","JAWA BARAT","PAXEL","COD","","","","","JL. MERDEKA BARAT
LEUWEUNGGAJAH
KAB CIREBON  
JAWA BARAT",""
"SF","APOTEK GENTONGAN","KABUPATEN KLATEN","JAWA TENGAH","PAXEL","COD","","","","","PADANGAN RT.01/RW.04 JOGOSETRAN
KALIKOTES
KAB KLATEN  
JAWA TENGAH",""
"SF","APOTEK GERLONG GIRANG","KOTA BANDUNG","JAWA BARAT","PAXEL","COD","","","","","JL. GEGER KALONG
SUKASARI
KOTA BANDUNG
JAWA BARAT",""
"SF","APOTEK GHANI","KABUPATEN KUNINGAN","JAWA BARAT","PAXEL","COD","","02328612543","","","JL. BANDORASA LINGGARJATI NO.5
DESA BANDORASA KULON
CILIMUS
KAB KUNINGAN
JAWA BARAT",""
"SF","APOTEK GHANI MEDICA","KOTA BEKASI","JAWA BARAT","PT. SARWA MANGGALLA RAYA","COD","","","","","JL. MAYOR OKING NO.1
RT.002/RW.001 BEKASI TIMUR
KOTA BEKASI  
JAWA BARAT",""
"SF","APOTEK GHANI SEHATI","KABUPATEN BANDUNG BARAT","JAWA BARAT","PAXEL","COD","","02286801971","","","JL. RAYA PADALARANG NO.463 L
PADALARANG
KAB BANDUNG BARAT
JAWA BARAT",""
"SF","APOTEK GHANI SEJATI","KABUPATEN BANDUNG BARAT","JAWA BARAT","PAXEL","COD","","02286801971","","","JL. RAYA PADALARANG NO.463L
PADALARANG
KAB BANDUNG BARAT
JAWA BARAT",""
"SF","APOTEK GIBRAN","KABUPATEN SIDOARJO","JAWA TIMUR","PAXEL","COD","","0318683345","","","JL. TROPO II M12
WARU
KAB SIDOARJO
JAWA TIMUR",""
"SF","APOTEK GIO FARMA","KABUPATEN CIREBON","JAWA BARAT","PAXEL","COD","","","","","JLN. RAYA CILEDUG
CILEDUG
KAB CIREBON  
JAWA BARAT",""
"SF","APOTEK GIO FARMA KP PULE","KABUPATEN BEKASI","JAWA BARAT","PT. SARWA MANGGALLA RAYA","COD","","","","","JLN KP PULE RT 007 RW 09
BEKASI  -CIKARANG UTARA
JAWA BARTA
",""
"SF","APOTEK GIOVAN PHARMA","KOTA TANGERANG","BANTEN","PT. SARWA MANGGALLA RAYA","COD","","082124068934","","","JL. KH AHMAD DAHLAN, KEL. PETIR
CIPONDOH
KOTA TANGERANG ",""
"SF","APOTEK GIRI JAYA FARMA","KABUPATEN BEKASI","JAWA BARAT","PT. SARWA MANGGALLA RAYA","COD","","083877483103","","","JL. SETIA DARMA 1 NO.22
TAMBUN SELATAN
KAB BEKASI
JAWA BARAT",""
"SF","APOTEK GIRIE FARMA","KOTA BANDUNG","JAWA BARAT","PAXEL","COD","","081517712085","","","JL. KOSAR NO.202
UJUNG BERUNG
KOTA BANDUNG
JAWA BARAT",""
"SF","APOTEK GLAGAH FARMA","KABUPATEN KULON PROGO","JAWA TENGAH","PAXEL","COD","","","","","GLAGAH RT. 31
TEMON
DI YOGYAKARTA  
KAB KULON PROGO",""
"SF","APOTEK GLOBAL HEALTH","KOTA TANGERANG","BANTEN","PT. SARWA MANGGALLA RAYA","NET 30","","","","","JL. BUNGA RAYA D5 NO 12
PERIUK
KOTA TANGERANG
BANTEN
",""
"SF","APOTEK GLODOK SEHAT","KOTA JAKARTA UTARA","DKI Jakarta","PT. SARWA MANGGALLA RAYA","","","","","","JALAN SUMAGUNG 3 K 5 NO. 7
KELAPA GADING
KOTA JAKARTA UTARA  
DKI JAKARTA
",""
"SF","APOTEK GLORIA","KOTA BEKASI","JAWA BARAT","PT. SARWA MANGGALLA RAYA","COD","","081317790968","","","JL. TAWES RAYA NO.6
BEKASI SELATAN
KOTA BEKASI 17144
JAWA BARAT",""
"SF","APOTEK GOLDEN ANUGRAH","KABUPATEN TANGERANG ","BANTEN","PT. SARWA MANGGALLA RAYA","","","","088289513633","","JL RAYA MEKARSARI RAJEG
RAJEG
KABUPATEN TANGERANG  
BANTEN",""
"SF","APOTEK GOLDEN LIBRA 1","KOTA JAKARTA TIMUR","DKI Jakarta","PT. SARWA MANGGALLA RAYA","","","081289385843","","","JL. DROMPOL NO. 1
PULO GADUNG
KOTA JAKARTA TIMUR 13210 
DKI JAKARTA",""
"SF","APOTEK GOLDEN LIBRA 2","KOTA JAKARTA TIMUR","DKI JAKARTA","PT. SARWA MANGGALLA RAYA","COD","","02147883202","","","JL. PONDASI NO.27A
PULO GADUNG
KOTA JAKARTA TIMUR 13210
DKI JAKARTA INDONESIA",""
"SF","APOTEK GP PRATAMA","KABUPATEN BEKASI","JAWA BARAT","PT. SARWA MANGGALLA RAYA","","","'087889549500","","","JLN. RUKO GRAMAPURI PERSADA BLOK K NO. 2
CIBITUNG
KAB BEKASI 17520 ",""
"SF","APOTEK GRACE","KOTA BANDUNG","JAWA BARAT","PAXEL","COD","","08655523023","","","JL. GUNUNG BATU NO.93B
CICENDO
KOTA BANDUNG 40171
JAWA BARAT",""
"SF","APOTEK GRACELINA","KOTA CIREBON","JAWA BARAT","PT. ADIKA DWIKARYA UTAMA","COD","","082113121177","","","JL. YOS SUDARSO NO.69
LEMAHWUNGKUK
KOTA CIREBON 
JAWA BARAT",""
"SF","APOTEK GRACIA FARMA","KABUPATEN BANDUNG BARAT","JAWA BARAT","PAXEL","COD","","081119507000","","","JL. G. A. MANULANG NO.67
PADALARANG
KAB BANDUNG BARAT
JAWA BARAT",""
"SF","APOTEK GRAHA RADITA","KOTA TANGERANG SELATAN","JAWA BARAT","PT. SARWA MANGGALLA RAYA","COD","","","","","RUKO GRAHA RAYA BINTARO JAYA BLOK A8 NO.9A S
KOTA SERPONG UTARA  
TANGGERANG SELATAN",""
"SF","APOTEK GRAMESIA","KABUPATEN CIREBON","JAWA BARAT","PAXEL","COD","","087744000775","","","JL. SULTAN AGUNG TIRTAYASA
KEDAWUNG
KABUPATEN CIREBON
JAWA BARAT",""
"SF","APOTEK GRAVITA FARMA","KOTA BANDUNG","JAWA BARAT","PAXEL","COD","","0225229376","","","JL. MEKAR LAKSANA NO.11G
BANDUNG KIDUL
KOTA BANDUNG
JAWA BARAT",""
"SF","APOTEK GRAWIRA","KABUPATEN KULON PROGO","JAWA TENGAH","PAXEL","COD","","082329362799","","","JL. SUTIJAB NO. 46, WADOR
WATES
KAB KULON PROGO 55651 
JAWA TENGAH
",""
"SF","APOTEK GRIYA CINERE","KOTA DEPOK","JAWA BARAT","PT. SARWA MANGGALLA RAYA","COD","","","","","JL LIMO RAYA, RUKO GRIYA CINERE 2 BLOK 49 NOMOR 13
LIMO
KOTA DEPOK
16515 
JAWA BARAT",""
"SF","APOTEK GRIYA FARMA","KOTA BANDUNG","JAWA BARAT","PAXEL","COD","","087822655492","","","RUKO RIUNG SALUYU IV
RIUNG BANDUNG
GEDEBAGE
KOTA BANDUNG 40295
JAWA BARAT",""
"SF","APOTEK GRIYA FARMA 7","KOTA BANDUNG","JAWA BARAT","PAXEL","COD","","085889209644","","","RANCABOLANG
KOMPLEK TAMAN PERSADA ASRI RUKO R3
RANCASARI
KOTA BANDUNG 40294
JAWA BARAT",""
"SF","APOTEK GRIYA FARMA CIBEUREM","KOTA CIMAHI","JAWA BARAT","PT. ADIKA DWIKARYA UTAMA","NET 30","","085703324420","","","JL. KEBON KOPI CIBEUREM NO.71
CIMAHI SELATAN
KOTA CIMAHI
JAWA BARAT",""
"SF","APOTEK GUCIMAS FARMA","KOTA JAKARTA BARAT","DKI JAKARTA","PT. SARWA MANGGALLA RAYA","COD","","02155956258","","","TAMAN PALEM LESTARI BLOK C1/7
CENGKARENG
KOTA JAKARTA BARAT 11720
DKI JAKARTA",""
"SF","APOTEK GUMURUH","KOTA BANDUNG","JAWA BARAT","PAXEL","COD","","08965260948","","","JL. GUMURUH NO.59
BATUNUNGGAL
KOTA BANDUNG
JAWA BARAT",""
"SF","APOTEK GUNA MEDIKA","KOTA JAKARTA BARAT","DKI Jakarta","PT. SARWA MANGGALLA RAYA","","","02154396172","","","JL. TAMAN SURYA 5 BLOK LL1
KALIDERES
KOTA JAKARTA BARAT 11730 
DKI JAKARTA",""
"SF","APOTEK GUNA SEHAT","KOTA BEKASI","JAWA BARAT","PT. SARWA MANGGALLA RAYA","COD","","","","","JL. RAYA PONDOK GEDE NO.20
PONDOK GEDE
KOTA BEKASI  
JAWA BARAT",""
"SF","APOTEK GUNA VITA","KOTA BANDUNG","JAWA BARAT","PAXEL","COD","","0225200228","","","JL. MOHAMMAD TOHA NO.389
BANDUNG KIDUL
KOTA BANDUNG
JAWA BARAT",""
"SF","APOTEK GUNAWAN","KOTA JAKARTA PUSAT","DKI JAKARTA","PT. SARWA MANGGALLA RAYA","COD","","081212867086","","","JL. KEBON KACANG 1 NO.6 LOS 1
TANAH ABANG
KOTA JAKARTA PUSAT
DKI JAKARTA",""
"SF","APOTEK H. GODJALI","KABUPATEN SUKABUMI","JAWA BARAT","PAXEL","COD","","","","","JL. RAYA CIREUNGHAS
CIREUNGHAS
KAB SUKABUMI  
JAWA BARAT",""
"SF","APOTEK H2O","KABUPATEN TANGERANG","BANTEN","PT. SARWA MANGGALLA RAYA","COD","","081280512772","","","JL. RAYA KUTRUK RANCAIYUH
JAMBE
KAB TANGERANG 15720
BANTEN",""
"SF","APOTEK HABIBA","KOTA TANGERANG SELATAN","JAWA BARAT","PT. SARWA MANGGALLA RAYA","COD","","085770549464","","","JL. KI HAJAR DEWANTARA NO.73A
CIPUTAT
KOTA TANGERANG SELATAN 15414 
BANTEN",""
"SF","APOTEK HABIBI","KABUPATEN KUNINGAN","JAWA BARAT","PAXEL","COD","","","","","JL. RAYA MANIS LOR
JALAKSANA
KAB KUNINGAN  
JAWA BARAT",""
"SF","APOTEK HADI FARMA","KOTA BEKASI","JAWA BARAT","PT. SARWA MANGGALLA RAYA","COD","","082114843041","","","JL. BINTARA RT.003/RW.013
KOTA BEKASI 17230
JAWA BARAT",""
"SF","APOTEK HAEKAL FARMA","KABUPATEN BANDUNG","JAWA BARAT","PAXEL","COD","","","","","JL. RAYA BANJARAN NO.144 BALEENDAH
BALEENDAH
KAB BANDUNG 40375 
JAWA BARAT",""
"SF","APOTEK HAFIDZ FARMA","KABUPATEN CIREBON","JAWA BARAT","PAXEL","COD","","0895370449333","","","JL. GATOT SUBROTO
BARISAN LOSARI
KAB CIREBON 45192
JAWA BARAT",""
"SF","APOTEK HAIDAR","KABUPATEN SUKOHARJO","JAWA TENGAH","PAXEL","COD","","","","","GEBLUG DUKUH RT.01/VII
MOJOLABAN
KAB SUKOHARJO  
JAWA TENGAH",""
"SF","APOTEK HAJI MUSLIM","KOTA JAKARTA BARAT","DKI JAKARTA","PT. SARWA MANGGALLA RAYA","COD","","081319388060","","","JL. KAYU BESAR DALAM NO.34
CENGKARENG
KOTA JAKARTA BARAT 11720
DKI JAKARTA",""
"SF","APOTEK HALLOTA FARMA","KABUPATEN PURWOREJO","JAWA TENGAH","PAXEL","COD","","","","","JL. WR. SUPRATMAN NO.114
PURWOREJO
KAB PURWOREJO  
JAWA TENGAH",""
"SF","APOTEK HALO MEDIKA","KABUPATEN BANTUL","DI YOGYAKARTA","PAXEL","COD","","08935642161","","","JL. PLERET KEDATON PLERET BANTUL
PLERET
KAB BANTUL 55719
DI YOGYAKARTA",""
"SF","APOTEK HAMDI FARMA","KOTA TANGERANG SELATAN","BANTEN","PT. SARWA MANGGALLA RAYA","COD","","08155215979","","","JL. RAYA PASAR JENGKOL NO.56
KEL. BABAKAN SETU
KOTA TANGERANG SELATAN
BANTEN",""
"SF","APOTEK HANINDA FARMA","KABUPATEN BOGOR","JAWA BARAT","PT. SARWA MANGGALLA RAYA","","","'082112068015","","","JL. RAYA JONGGOL RUKO GNI II NO 12 RT.003/004 DESA GANDOANG CILEUNGSI
CILEUNGSI
KAB BOGOR  ",""
"SF","APOTEK HANIVA","KABUPATEN SIDOARJO","JAWA TIMUR","PAXEL","COD","","085100670750","","","JL. JERUK NO 124 SAMPING KANAN TOKO JAGO
WARU
KAB SIDOARJO
JAWA TIMUR",""
"SF","APOTEK HARAPAN","KABUPATEN SRAGEN","JAWA TENGAH","PT. SARWA MANGGALLA RAYA","","","","","","GELANGAN RT 13/04, DAWUNGAN
MASARAN
KAB SRAGEN  
JAWA TENGAH",""
"SF","APOTEK HARAPAN ANDIR","KOTA BANDUNG","JAWA BARAT","PAXEL","COD","","085795818657","","","JL. JEND. SUDIRMAN NO.512
ANDIR
KOTA BANDUNG
JAWA BARAT",""
"SF","APOTEK HARAPAN SEHAT DEKSO","KABUPATEN KULON PROGO","JAWA TENGAH","PAXEL","COD","","","","","JL. NANGGULAN MENDUT, DEKSO, BANJARARUM
KALIBAWANG
KAB KULON PROGO  
JAWA TENGAH",""
"SF","APOTEK HAREGUNA","KOTA JAKARTA TIMUR","DKI JAKARTA","PT. SARWA MANGGALLA RAYA","COD","","08111953500","","","JL. PISANGAN BARU TENGAH NO.1
MATRAMAN
KOTA JAKARTA TIMUR 13110
DKI JAKARTA",""
"SF","APOTEK HARI KARTINI","KOTA JAKARTA PUSAT","DKI JAKARTA","PT. SARWA MANGGALLA RAYA","COD","","","","","JL LAKSANA RAYA NO 359
SAWAH BESAR
KOTA JAKARTA PUSAT  
DKI JAKARTA",""
"SF","APOTEK HARJAMUKTI","KOTA CIREBON","JAWA BARAT","PAXEL","COD","","","","","JL. PRAMUKA PENGGALANG NO.9B
KALIJAGA HARJAMUKTI
KOTA CIREBON
JAWA BARAT",""
"SF","APOTEK HARMONI","KOTA BANDUNG","JAWA BARAT","PAXEL","COD","","0224211656","","","JL. KARAPITAN NO.139
LENGKONG
KOTA BANDUNG
JAWA BARAT",""
"SF","APOTEK HASANAH","TANGERANG SELATAN","BANTEN","PT. SARWA MANGGALLA RAYA","","","","","","JL. VILA TERUSAN PONDOK CABE ILIR NO 47
PAMULANG KOTA TANGERANG SELATAN
KOTA TANGERANG SELATAN  
BANTEN
",""
"SF","APOTEK HASANAH FARMA","KABUPATEN BANDUNG","JAWA BARAT","PAXEL","COD","","081386914907","","","JL. KATAPANG ANDIR NO.21
KATAPANG
KAB BANDUNG
JAWA BARAT",""
"SF","APOTEK HASANAH MAUK","KABUPATEN TANGERANG","BANTEN","PT. SARWA MANGGALLA RAYA","COD","","081213572526","","","JL. RAYA MAUK
SEPATAN
KABUPATEN TANGERANG 15520
BANTEN",""
"SF","APOTEK HAURA","KOTA TANGERANG","JAWA BARAT","PT. SARWA MANGGALLA RAYA","","","'08118994498","","","JL. KH MAS MANSYUR NO 62 KEL KUNCIRAN INDAH
PINANG (PENANG)
KOTA TANGERANG  ",""
"SF","APOTEK HAYY","KABUPATEN TANGERANG","BANTEN","PT. SARWA MANGGALLA RAYA","","","'081806669994","","","JL. PERTIGAAN CIKANDE
CIKANDE
KABUPATEN SERANG 42186 
BANTEN",""
"SF","APOTEK HAZIRA","KOTA BEKASI","JAWA BARAT","PT. SARWA MANGGALLA RAYA","","","","","","RUKO BLOK II NO. 12A JL.RAYA CURUG JATICEMPAKA
PONDOK GEDE
KOTA BEKASI  
JAWA BARAT
",""
"SF","APOTEK HD BOJONGSARI","KABUPATEN BANDUNG","JAWA BARAT","PAXEL","COD","","","","","JL. BABAKAN PAM NO.22
BOJONGSOANG
KAB BANDUNG  
JAWA BARAT",""
"SF","APOTEK HD77","KABUPATEN TANGERANG","BANTEN","PT. SARWA MANGGALLA RAYA","","","081384485403","","","RUKO VILLA PERMATA FA 13 JL.PERMATA RAYA
PASAR KEMIS
KABUPATEN TANGERANG
15560
BANTEN",""
"SF","APOTEK HDS FARMA","KABUPATEN BOGOR","JAWA BARAT","PT. SARWA MANGGALLA RAYA","COD","","081313524898/082111526633","","","JL. MOH TOHA
PARUNG PANJANG
KABUPATEN BOGOR
JAWA BARAT",""
"SF","APOTEK HEALTHY","KABUPATEN BEKASI","Jawa Barat","PT. SARWA MANGGALLA RAYA","","","","","","JLN. PERUM MUTIARA BLOK K1 NO. 09
SERANG BARU
KAB BEKASI  
JAWA BARAT
",""
"SF","APOTEK HEGAR","KABUPATEN BANDUNG ","JAWA BARAT","PT. ADIKA DWIKARYA UTAMA","COD","","","","","JALAN CAGAK MARUYUNG
PACET
KABUPATEN BANDUNG  
JAWA BARAT
",""
"SF","APOTEK HEMAT FARMA","KABUPATEN BANDUNG","JAWA BARAT","PAXEL","COD","","089524038578","","","JL. TERUSAN CIBADUYUT NO.150
DAYEUHKOLOT
KAB BANDUNG 40239
JAWA BARAT",""
"SF","APOTEK HERLINA 2","KABUPATEN BANDUNG BARAT","JAWA BARAT","PAXEL","COD","","082114913615","","","JL. KABUPATEN RT.05/RW.03
CIHAMPELAS
KABUPATEN BANDUNG BARAT
JAWA BARAT",""
"SF","APOTEK HIDAYAH MUARA BAKTI","KABUPATEN BEKASI","JAWA BARAT","PT. SARWA MANGGALLA RAYA","COD","","","","","JLN. MUARA BAKTI NO. 16
BABELAN
KAB BEKASI  
JAWA BARAT
",""
"SF","APOTEK HIDAYAH RW LUMBU","KOTA BEKASI","JAWA BARAT","PT. SARWA MANGGALLA RAYA","COD","","02182414044","","","JL. DASA DARMA NO.60
RAWALUMBU
KOTA BEKASI 17116
JAWA BARAT",""
"SF","APOTEK HIDUP SEHAT","KOTA JAKARTA BARAT","DKI JAKARTA","PAXEL","COD","","","","","TAMAN SURYA NO. 4 C PEGADUNGAN
KALIDERES
KOTA JAKARTA BARAT  
DKI JAKARTA",""
"SF","APOTEK HIDUP SEHAT SENTOSA","KOTA JAKARTA BARAT","DKI JAKARTA","PT. SARWA MANGGALLA RAYA","","","","","","JL. PEDONGKELAN NO. 1
CENGKARENG",""
"SF","APOTEK HIJAU","KABUPATEN BANDUNG","JAWA BARAT","PAXEL","COD","","0895361114309","","","JL. RANCAEKEK MAJALYA NO.378
RANCAEKEK
KAB BANDUNG
JAWA BARAT",""
"SF","APOTEK HIJAU NAROGONG","KABUPATEN BOGOR","JAWA BARAT","PT. SARWA MANGGALLA RAYA","COD","","081288232450","","","JL. RAYA NAROGONG KM 20 NO.2
CILEUNGSI
KAB BOGOR 16820
JAWA BARAT",""
"SF","APOTEK HIKMAH JAYA","KOTA JAKARTA TIMUR","DKI JAKARTA","PT. SARWA MANGGALLA RAYA","COD","","082113642166","","","PASAR KRAMAT JATI BKS 032
KRAMAT JATI
KOTA JAKARTA TIMUR 13510
DKI JAKARTA",""
"SF","APOTEK HIKMAH JAYA PINANG","KOTA TANGERANG","BANTEN","PT. SARWA MANGGALLA RAYA","COD","","081319759494","","","JL. KYAI MAJA NO. 71 SAWAH DALAM PANUNGGANGAN PINANG
PINANG (PENANG)
KOTA TANGERANG 15142
BANTEN",""
"SF","APOTEK HIKMAH MUNGGARAN","KABUPATEN BEKASI","JAWA BARAT","PT. SARWA MANGGALLA RAYA","COD","","085782026111","","","JALAN SELANG BOSIH NO. 16
CIBITUNG
KAB BEKASI JAWA BARAT
",""
"SF","APOTEK HIKMAH MUNGGARAN 2","KABUPATEN BEKASI","JAWA BARAT","PT. SARWA MANGGALLA RAYA","COD","","085100602520","","","JL. RAYA SETU RT002 RW 08 DESA TELAJUNG
CIKARANG BARAT
KAB BEKASI
JAWA BARAT",""
"SF","APOTEK HILDA","KABUPATEN BANDUNG","JAWA BARAT","PAXEL","COD","","081324245688","","","JL. SINDANG PANON 48
BANJARAN KAB BANDUNG
KAB BANDUNG
JAWA BARAT",""
"SF","APOTEK HIROSAH","KABUPATEN BANDUNG BARAT","JAWA BARAT","PAXEL","COD","","087781818154","","","JL. KAYU AMBON NO.44
LEMBANG
KAB BANDUNG BARAT
JAWA BARAT",""
"SF","APOTEK HOKI","KOTA CIREBON","JAWA BARAT","PAXEL","COD","","","","","JL. PERJUANGAN NO.5 MAJASEM
KESAMBI
KOTA CIREBON  
JAWA BARAT",""
"SF","APOTEK HOKY SEHAT","KABUPATEN CIREBON","JAWA BARAT","PAXEL","COD","","","","","JL. RAYA BEBER-DURAJAYA
GREGED (GREGET)
KAB CIREBON  
JAWA BARAT",""
"SF","APOTEK HOSANA","KOTA BANDUNG","JAWA BARAT","Indopaket","COD","","","","","JL. AH NASUTION NO.41
KEL. SINDANG JAYA
KOTA BANDUNG  
JAWA BARAT",""
"SF","APOTEK HOSANA MANDALAJATI","KOTA BANDUNG","JAWA BARAT","PAXEL","COD","","","","","JL. AH NASUTION NO.301
MANDALAJATI
KOTA BANDUNG  
JAWA BARAT",""
"SF","APOTEK HOSANNA","KOTA BANDUNG","JAWA BARAT","PAXEL","COD","","08156077727","","","JL. A. H. NASUTION 301 SINDANGLAYA
MANDALAJATI
KOTA BANDUNG
JAWA BARAT",""
"SF","APOTEK IBNU SINA","KOTA BANDUNG","JAWA BARAT","PAXEL","COD","","081312913151","","","JL. MOHAMMAD TOHA 457 WATES
BANDUNG KIDUL
KOTA BANDUNG 40253
JAWA BARAT",""
"SF","APOTEK IBNU SINA PESANGGRAHAN","KOTA JAKARTA SELATAN","DKI JAKARTA","PT. SARWA MANGGALLA RAYA","COD","","085207748833","","","JL. SABAR RAYA NO.27
PETUKANGAN SELATAN
PESANGGRAHAN
KOTA JAKARTA SELATAN 12320 
DKI JAKARTA",""
"SF","APOTEK IBRAR FARMA","KABUPATEN BANDUNG BARAT","JAWA BARAT","PAXEL","COD","","087738996323","","","JL. GEGER KALONG HILIR NO.37
PARONGPONG
KABUPATEN BANDUNG BARAT 40153
JAWA BARAT",""
"SF","APOTEK IF FARMA","KOTA JAKARTA BARAT","DKI JAKARTA","PT. SARWA MANGGALLA RAYA","COD","","081287485242","","","RUKO GOLF LAKE PARIS BLOK B NO.11
CENGKARENG
KOTA JAKARTA BARAT
DKI JAKARTA",""
"SF","APOTEK IFFAH","KOTA TANGERANG SELATAN ","BANTEN","PT. SARWA MANGGALLA RAYA","COD","","08111182473 ","","","JL. KH. DEWANTARA NO 6 CIPUTAT
KOTA TANGERANG SELATAN 
CIPUTAT
BANTEN
",""
"SF","APOTEK IHSAN FARMA","KOTA DEPOK","JAWA BARAT","PT. SARWA MANGGALLA RAYA","COD","","089635912026","","","JL. CILANGKAP RT.006/RW.012
KEL. CILANGKAP
TAPOS
KOTA DEPOK 16458
JAWA BARAT",""
"SF","APOTEK IJM PAMEUNGPEUK","KABUPATEN BANDUNG","JAWA BARAT","PT Lion Express","COD","","","","","JL. RAYA BANJARAN PAMEUNGPEUK NO.464
PAMEUNGPEUK
KAB BANDUNG  
JAWA BARAT",""
"SF","APOTEK IKA FARMA","KABUPATEN KULON PROGO","JAWA TENGAH","PAXEL","COD","","085712993332","","","JL. BROSOT NAGUNG
LENDAH
KAB KULON PROGO
DI YOGYAKARTA",""
"SF","APOTEK IKHLAS","KABUPATEN MAJALENGKA","JAWA BARAT","PT Lion Express","COD","","085793398621","","","JL. LANUD S. SUKANI DESA JATISURA
JATIWANGI
KAB MAJALENGKA
JAWA BARAT",""
"SF","APOTEK IKHWAN SOREANG","KABUPATEN BANDUNG ","JAWA BARAT","PT. ADIKA DWIKARYA UTAMA","COD","","081214324582 ","","","JALAN RAYA SOREANG
SOREANG
KABUPATEN BANDUNG  
JAWA BARAT
",""
"SF","APOTEK ILHAM","LEBAK","BANTEN","PT. SARWA MANGGALLA RAYA","","","'082298297581","","","APOTEK ILHAM
JL. RAYA MAJA - STASIUN MAJA
MAJA
KAB LEBAK 42381 BANTEN",""
"SF","APOTEK ILHAM FARMA","KABUPATEN KUNINGAN","JAWA BARAT","PAXEL","COD","","083823587785","","","JL. RAYA CIDAHU NO.137
CIDAHU
KAB KUNINGAN 45591
JAWA BARAT",""
"SF","APOTEK ILNA FARMA","KABUPATEN BEKASI","JAWA BARAT","PT. SARWA MANGGALLA RAYA","","","'02189132024","","","JLN. RAYA BABELAN NO. 14
BABELAN
KAB BEKASI  
JAWA BARAT
",""
"SF","APOTEK IMANI","KOTA DEPOK","JAWA BARAT","PT. SARWA MANGGALLA RAYA","","","'081905490028","","","JL. KH. USMAN NO 17
BEJI
KOTA DEPOK  
JAWA BARAT
",""
"SF","APOTEK IMBI","KABUPATEN BANDUNG BARAT","JAWA BARAT","PAXEL","COD","","0896594044118","","","BLOK SALIM JL. NGAMPRAH PADALARANG
RT.02/03
PADALARANG
KAB BANDUNG BARAT
JAWA BARAT",""
